10985,,THOMPSON RIDGE,NY,41.58,-74.36,KMGJ
11241,,BROOKLYN,NY,40.64,-73.94,BATN6
11242,,BROOKLYN,NY,40.64,-73.94,BATN6
11243,,BROOKLYN,NY,40.64,-73.94,BATN6
11249,,BROOKLYN,NY,40.64,-73.94,BATN6
11252,,BROOKLYN,NY,40.64,-73.94,BATN6
11256,,BROOKLYN,NY,40.64,-73.94,BATN6
11351,,FLUSHING,NY,40.77,-73.84,KLGA
11359,,BAYSIDE,NY,40.79,-73.77,KPTN6
11371,,FLUSHING,NY,40.77,-73.84,KLGA
11430,,JAMAICA,NY,40.68,-73.78,KJFK
11556,,UNIONDALE,NY,40.7,-73.59,KFRG
11599,,GARDEN CITY,NY,40.72,-73.64,KJFK
11737,,FARMINGDALE,NY,40.73,-73.44,KFRG
12007,,ALCOVE,NY,42.45,-74.03,KALB
12008,,ALPLAUS,NY,42.85,-73.9,KSCH
12017,,AUSTERLITZ,NY,42.32,-73.47,KPSF
12024,,BRAINARD,NY,42.48,-73.54,KPSF
12031,,CARLISLE,NY,42.74,-74.45,KSCH
12036,,CHARLOTTEVILLE,NY,42.53,-74.68,KSCH
12042,,CLIMAX,NY,42.37,-73.86,HUQN6
12055,,DORMANSVILLE,NY,42.43,-74.19,KALB
12064,,EAST WORCESTER,NY,42.61,-74.67,KSCH
12071,,FULTONHAM,NY,42.58,-74.39,KSCH
12108,,LAKE PLEASANT,NY,43.55,-74.43,KGFL
12115,,MALDEN BRIDGE,NY,42.45,-73.58,KPSF
12131,,NORTH BLENHEIM,NY,42.47,-74.43,KSCH
12139,,PISECO,NY,43.42,-74.53,KGFL
12165,,SPENCERTOWN,NY,42.3,-73.49,KPSF
12169,,STEPHENTOWN,NY,42.54,-73.44,KPSF
12176,,SURPRISE,NY,42.35,-73.95,HUQN6
12194,,WEST FULTON,NY,42.53,-74.45,KSCH
12223,,ALBANY,NY,42.66,-73.79,KALB
12226,,ALBANY,NY,42.66,-73.79,KALB
12247,,ALBANY,NY,42.66,-73.79,KALB
12260,,ALBANY,NY,42.66,-73.79,KALB
12407,,ASHLAND,NY,42.3,-74.33,HUQN6
12410,,BIG INDIAN,NY,42.07,-74.44,HUQN6
12416,,CHICHESTER,NY,42.08,-74.26,HUQN6
12418,,CORNWALLVILLE,NY,42.36,-74.17,HUQN6
12421,,DENVER,NY,42.21,-74.56,HUQN6
12422,,DURHAM,NY,42.4,-74.19,HUQN6
12424,,EAST JEWETT,NY,42.27,-74.21,HUQN6
12427,,ELKA PARK,NY,42.14,-74.1,HUQN6
12433,,GLENFORD,NY,42.0,-74.15,ANRN6
12435,,GREENFIELD PARK,NY,41.72,-74.52,KMSV
12439,,HENSONVILLE,NY,42.25,-74.22,HUQN6
12444,,JEWETT,NY,42.27,-74.28,HUQN6
12448,,LAKE HILL,NY,42.07,-74.2,HUQN6
12450,,LANESVILLE,NY,42.15,-74.2,HUQN6
12454,,MAPLECREST,NY,42.29,-74.15,HUQN6
12460,,OAK HILL,NY,42.4,-74.14,HUQN6
12465,,PINE HILL,NY,42.13,-74.47,HUQN6
12470,,PURLING,NY,42.26,-74.0,HUQN6
12492,,WEST KILL,NY,42.18,-74.34,HUQN6
12495,,WILLOW,NY,42.09,-74.2,HUQN6
12507,,BARRYTOWN,NY,41.99,-73.92,ANMN6
12517,,COPAKE FALLS,NY,42.14,-73.5,KPSF
12720,,BETHEL,NY,41.68,-74.87,KMSV
12725,,CLARYVILLE,NY,41.91,-74.57,KMSV
12733,,FALLSBURG,NY,41.73,-74.6,KMSV
12736,,FREMONT CENTER,NY,41.84,-75.04,KMSV
12738,,GLEN WILD,NY,41.65,-74.58,KMSV
12741,,HANKINS,NY,41.81,-75.08,KMSV
12742,,HARRIS,NY,41.71,-74.72,KMSV
12743,,HIGHLAND LAKE,NY,41.52,-74.85,KMSV
12745,,HORTONVILLE,NY,41.76,-75.03,KMSV
12750,,KENOZA LAKE,NY,41.73,-74.95,KMSV
12752,,LAKE HUNTINGTON,NY,41.68,-74.99,KMSV
12760,,LONG EDDY,NY,41.85,-75.13,KMSV
12766,,NORTH BRANCH,NY,41.8,-74.99,KMSV
12770,,POND EDDY,NY,41.44,-74.82,KMSV
12792,,YULAN,NY,41.52,-74.93,KMSV
12808,,ADIRONDACK,NY,43.72,-73.77,KGFL
12812,,BLUE MOUNTAIN LAKE,NY,43.87,-74.44,KSLK
12819,,CLEMONS,NY,43.63,-73.43,KGFL
12821,,COMSTOCK,NY,43.45,-73.37,KGFL
12823,,COSSAYUNA,NY,43.17,-73.4,KGFL
12844,,KATTSKILL BAY,NY,43.51,-73.62,KGFL
12851,,MINERVA,NY,43.78,-73.97,KGFL
12852,,NEWCOMB,NY,43.97,-74.17,KSLK
12854,,NORTH GRANVILLE,NY,43.5,-73.33,KGFL
12855,,NORTH HUDSON,NY,43.98,-73.7,KSLK
12858,,PARADOX,NY,43.9,-73.63,KGFL
12874,,SILVER BAY,NY,43.7,-73.51,KGFL
12879,,NEWCOMB,NY,43.97,-74.17,KSLK
12886,,WEVERTOWN,NY,43.64,-73.92,KGFL
12911,,KEESEVILLE,NY,44.5,-73.48,KPBG
12922,,CHILDWOLD,NY,44.28,-74.67,KSLK
12923,,CHURUBUSCO,NY,44.95,-73.92,KPBG
12924,,KEESEVILLE,NY,44.5,-73.48,KPBG
12943,,KEENE VALLEY,NY,44.2,-73.78,KSLK
12949,,LAWRENCEVILLE,NY,44.77,-74.65,KMSS
12955,,LYON MOUNTAIN,NY,44.72,-73.92,KPBG
12961,,MORIAH CENTER,NY,44.06,-73.52,KBTV
12964,,NEW RUSSIA,NY,44.14,-73.6,KBTV
